train_who,train_porder,train_score,valid_who,valid_porder,valid_score,test_who,test_porder,test_score,multi_error
1,1,243400,5,3,185380,6,2,164810,0.1659
1,1,243400,5,3,185380,6,3,266820,0.1271
1,1,243400,5,3,185380,7,1,269500,0.0994
1,1,243400,5,3,185380,7,2,278840,0.1195
1,1,243400,5,3,185380,7,3,274760,0.0992
1,1,243400,5,3,185380,8,1,170430,0.1582
1,1,243400,5,3,185380,8,2,89370,0.1659
1,1,243400,5,3,185380,8,3,142120,0.1555
1,1,243400,6,1,241880,1,1,243400,0.0303
1,1,243400,6,1,241880,1,2,223010,0.0867
1,1,243400,6,1,241880,1,3,181870,0.0632
1,1,243400,6,1,241880,2,1,210550,0.1306
1,1,243400,6,1,241880,2,2,251930,0.1465
1,1,243400,6,1,241880,2,3,223700,0.1629
1,1,243400,6,1,241880,3,1,110320,0.1275
1,1,243400,6,1,241880,3,2,122580,0.0754
1,1,243400,6,1,241880,3,3,112370,0.0894
1,1,243400,6,1,241880,4,1,222600,0.2451
1,1,243400,6,1,241880,4,2,267800,0.1716
1,1,243400,6,1,241880,4,3,271990,0.2006
1,1,243400,6,1,241880,5,1,130490,0.1862
1,1,243400,6,1,241880,5,2,188720,0.1317
1,1,243400,6,1,241880,5,3,185380,0.1545
1,1,243400,6,1,241880,6,1,241880,0.1054
1,1,243400,6,1,241880,6,2,164810,0.1487
1,1,243400,6,1,241880,6,3,266820,0.1187
1,1,243400,6,1,241880,7,1,269500,0.0969
1,1,243400,6,1,241880,7,2,278840,0.1195
1,1,243400,6,1,241880,7,3,274760,0.1031
1,1,243400,6,1,241880,8,1,170430,0.1632
1,1,243400,6,1,241880,8,2,89370,0.1682
1,1,243400,6,1,241880,8,3,142120,0.1437
1,1,243400,6,2,164810,1,1,243400,0.0000
1,1,243400,6,2,164810,1,2,223010,0.0673
1,1,243400,6,2,164810,1,3,181870,0.0462
1,1,243400,6,2,164810,2,1,210550,0.1670
1,1,243400,6,2,164810,2,2,251930,0.1363
1,1,243400,6,2,164810,2,3,223700,0.1642
1,1,243400,6,2,164810,3,1,110320,0.1092
1,1,243400,6,2,164810,3,2,122580,0.0694
1,1,243400,6,2,164810,3,3,112370,0.1293
1,1,243400,6,2,164810,4,1,222600,0.2462
1,1,243400,6,2,164810,4,2,267800,0.2223
1,1,243400,6,2,164810,4,3,271990,0.2498
1,1,243400,6,2,164810,5,1,130490,0.2331
1,1,243400,6,2,164810,5,2,188720,0.3490
1,1,243400,6,2,164810,5,3,185380,0.2533
1,1,243400,6,2,164810,6,1,241880,0.1997
1,1,243400,6,2,164810,6,2,164810,0.1638
1,1,243400,6,2,164810,6,3,266820,0.1202
1,1,243400,6,2,164810,7,1,269500,0.1723
1,1,243400,6,2,164810,7,2,278840,0.1481
1,1,243400,6,2,164810,7,3,274760,0.1158
1,1,243400,6,2,164810,8,1,170430,0.1739
1,1,243400,6,2,164810,8,2,89370,0.1701
1,1,243400,6,2,164810,8,3,142120,0.1667
1,1,243400,6,3,266820,1,1,243400,0.0036
1,1,243400,6,3,266820,1,2,223010,0.0719
1,1,243400,6,3,266820,1,3,181870,0.0528
1,1,243400,6,3,266820,2,1,210550,0.1472
1,1,243400,6,3,266820,2,2,251930,0.1234
1,1,243400,6,3,266820,2,3,223700,0.1563
1,1,243400,6,3,266820,3,1,110320,0.0958
1,1,243400,6,3,266820,3,2,122580,0.0638
1,1,243400,6,3,266820,3,3,112370,0.0910
1,1,243400,6,3,266820,4,1,222600,0.2690
1,1,243400,6,3,266820,4,2,267800,0.2040
1,1,243400,6,3,266820,4,3,271990,0.2348
1,1,243400,6,3,266820,5,1,130490,0.2286
1,1,243400,6,3,266820,5,2,188720,0.3229
